mission_id,tag
16e3badc-8ecd-4d97-b3ed-de032ebcc5f0,AMB
1715a213-2345-4480-93f6-1593da4f39aa,lpgwebinarpractice
1715a213-2345-4480-93f6-1593da4f39aa,dl6webinarpractice
1820caa7-c3a4-4c23-b82a-f603d1d261b7,Test1
185b66ca-d8f8-4f44-b2e4-4545e9d58877,TSF
18694f64-2c53-4807-b307-662b36657164,lpg_smitha
18694f64-2c53-4807-b307-662b36657164,DL6_smitha
189d9889-1082-4d34-a542-274380759ff3,AMB
18bf32b6-5586-4444-9060-24e9085ecc81,dl6
18bf32b6-5586-4444-9060-24e9085ecc81,LPG
18bf32b6-5586-4444-9060-24e9085ecc81,ambcor
18c43c46-859b-4360-898c-b07b4789991f,AMB
1a139e93-46ec-4d97-ae0e-ef49c7ea078e,lpgwebinarpractice
1a139e93-46ec-4d97-ae0e-ef49c7ea078e,dl6webinarpractice
1a1e1be6-c7d2-47c8-806f-3ba63fb43fea,AMB
1a408eaf-6e04-426f-b474-bd6b99acd30e,TS_smitha
1a408eaf-6e04-426f-b474-bd6b99acd30e,DL6_smitha
1b3f4a55-4f7d-4ea0-b6eb-45216ca44081,AMB
1c4871e3-0c8e-43a7-9aa6-49eb8aaf9eb1,ambcortest
1c9f46b0-6e80-4bfd-b86e-665cfea02dbd,TSF
1d13e90f-e54c-409d-85a3-d285c78a22ed,tswebinarpractice
1d13e90f-e54c-409d-85a3-d285c78a22ed,dl6webinarpractice
1d5058d1-0374-4b01-b452-e5bb46751e16,lpgwebinarpractice
1d5058d1-0374-4b01-b452-e5bb46751e16,dl6webinarpractice
1d5a954d-73f9-4301-9ef8-5b8e1d118fd3,TSF
1da8f565-5a0c-48e9-a59d-3d45405692df,TSF
1e3f885e-4e07-4cb2-803b-6d8cadb6b5ae,TSF
1e420e42-b38b-4677-bf52-cd3c8a6b96b0,ambcortest
1e51d7a1-6446-45b4-9f5a-43b13fadc251,TSF
1e6038c6-1215-4571-b305-526010fc6fed,AMB
1eb6c2b7-59c3-4458-8866-d7899323331d,AMB
1f72f1d7-b476-4950-b1c3-10c443bb7eb7,dl6webinar
201692fd-e9a0-4d55-813e-705dcbfd628d,AMB
201fbd8c-0650-46ce-9689-6ac0383187e3,AMB
20a5969d-9df1-4cb2-b394-0dfa87850d6f,BG
21a69e90-6261-4e9e-87db-7dcff4ec5518,TS_smitha
21a69e90-6261-4e9e-87db-7dcff4ec5518,DL6_smitha
22d8a6ef-46c0-4502-b251-104ca71a5417,TSF
239403da-73ce-4058-99de-ba4fc56cb32f,AMB
24f11ff9-4e12-4cdc-92c9-3414236ce25a,tswebinarpractice
24f11ff9-4e12-4cdc-92c9-3414236ce25a,dl6webinarpractice
2528708c-1418-4eaa-87ce-258efcd6c781,AMB
25a52ae9-b175-4c7f-b150-ae6da6ddc634,TSF
26195283-654b-4d19-8604-4b02b3ddbbcb,BG
26195283-654b-4d19-8604-4b02b3ddbbcb,dl1
26195283-654b-4d19-8604-4b02b3ddbbcb,demo
270ab270-b64b-41e9-88ed-6f61aca26cce,TSF
277d4e7d-127c-47ab-ba14-317e7d864df4,LPG
27b39861-b2b9-44ff-8165-eaf41c3e8788,AMB
27d8e1a3-3514-40f4-80a7-bc822bbe6f5e,AMB
28797e79-38e1-4b30-b012-e7258782c4e8,lpgwebinarpractice
28797e79-38e1-4b30-b012-e7258782c4e8,dl6webinarpractice
2889e4db-2721-43ac-a53a-3a97084ced6c,dl6webinar
289a4c7b-fa7d-473b-9156-31f480513c60,dl6webinar
28b74992-ad96-43a8-b12e-71ef72f6d1c0,LPG
28dc235f-9b0e-4825-a7bf-0cb5b6abf4cf,AMB
28ee706b-65a6-4c0c-ae89-3fc65462a404,ambcortest
29fd409e-d421-4316-a1b9-3d36d7dc203a,tswebinarpractice
29fd409e-d421-4316-a1b9-3d36d7dc203a,dl6webinarpractice
2b1a57a3-5351-441b-b1de-32c92e7c3718,lpgwebinarpractice
2b1a57a3-5351-441b-b1de-32c92e7c3718,dl6webinarpractice
2b2b0abb-d474-4541-b5a9-e0a457880a46,TSF
2b6d6deb-82e7-46ba-969b-d03789637cf7,AMB
2bd21ba7-e664-487e-8732-3406ce3d7c1e,tswebinarpractice
2bd21ba7-e664-487e-8732-3406ce3d7c1e,dl6webinarpractice
2c799598-c5d4-4500-b821-7de9329d2549,TSF
2cf12914-d9c4-4689-aee0-9b99bd886a0f,AMB
2d248ede-b64d-47c2-98a1-16c31ee78ad0,TSF
2d401b77-6473-46cf-ab65-39c5d3c5c2d8,TSF
2d65f732-2403-4abe-b1e0-2da33fdbd602,AMB
2d8503a9-e881-4776-b53e-845d033bb1b9,TSF
2e8e5f50-b90c-4c6b-bc3f-3fd8cd1c6d47,TSF
2ebac755-3266-43e4-860f-cf6414ff448f,TSF
2ece53db-a44c-4aa6-9566-ee259b51021e,AMB
2f527281-10a5-47a7-a1bf-17f10652f5d0,AMB
2f656307-8afa-45f7-b536-e0757fb23a5c,AMB
2fa24ff9-b2e5-487c-83c2-37ca4e57bc16,lpg_smitha
2fa24ff9-b2e5-487c-83c2-37ca4e57bc16,DL6_smitha
3085568c-30fa-4d83-b2b4-ab2f52629456,dl6webinar
30ef2653-6da5-4077-91eb-ba733aebc4d1,tswebinarpractice
30ef2653-6da5-4077-91eb-ba733aebc4d1,dl6webinarpractice
3139983e-8dde-43de-a58f-ab5aa7ea0e3d,AMB
3175cc72-3ac1-4ddf-b8dd-c6ddfaa1bf07,lpg_smitha
3175cc72-3ac1-4ddf-b8dd-c6ddfaa1bf07,DL6_smitha
31e6ee79-4f83-4468-8601-a34172552a32,TSF
3318a557-26c1-4ef6-975e-b4c23794e97f,AMB
334684e1-9fd6-4841-82b6-4ee630e7dd23,dl6webinar
33eb4c51-741f-4575-941a-54c007297489,LPG
34217122-bd5e-4449-ab79-fe64154c6fbb,AMB
34508c50-55b2-4f1f-9e42-4a905222fe59,TS_smitha
34508c50-55b2-4f1f-9e42-4a905222fe59,DL6_smitha
34cde43e-d989-450b-927b-6508ae5a042c,AMB
36820614-da1f-4669-8b59-95275278a086,AMB
37302c16-7223-4de0-8e70-3310eafa11d4,BG
37c1693b-8610-4120-8e4b-81bc50c570b9,TSF
390389f9-3310-4280-b352-490b991ef889,LPG
394aaeba-838c-43ca-b22e-5542b14e78d5,ambcortest
3997222f-2702-4d58-ae93-733df4f3c892,TSF
39acd516-89c1-435e-888a-70422d03f4bb,TSF
39c0791d-631d-4c85-8ba2-dc79a2c3ab7e,lpgwebinarpractice
39c0791d-631d-4c85-8ba2-dc79a2c3ab7e,dl6webinarpractice
39cae489-2481-46b2-a9a7-5fcebb8f9102,AMB
39f85c12-41d7-49c7-acbf-397336406ac1,TSF
3a19e55f-f9b5-4ec4-9faf-959d8a351b4a,dl6
3a19e55f-f9b5-4ec4-9faf-959d8a351b4a,LPG
3a19e55f-f9b5-4ec4-9faf-959d8a351b4a,ambcor
3bd23351-1b63-4c97-91cc-ffc6da4f9b79,TS_smitha
3bd23351-1b63-4c97-91cc-ffc6da4f9b79,DL6_smitha
3c975b05-1a0f-4e4a-be91-660781020c23,LPG
3ce00878-e5f7-4b7b-b2d3-2922978de3fa,lpgwebinarpractice
3ce00878-e5f7-4b7b-b2d3-2922978de3fa,dl6webinarpractice
3d045e62-3b0f-4f9e-9fc7-811925db7efd,AMB
3da23e77-02b8-41fb-8253-e96bb3a295c9,LPG
3e30691e-2a90-41dd-8f7b-05c57b7237e3,LPG
3e72ea41-1d4b-4101-859f-3c76947fbc1c,AMB
3ee961c7-f64f-462c-9098-413b26a3a285,AMB
3f1469f8-11cd-4be6-92e4-0c3fd7728f4d,lpg_smitha
3f1469f8-11cd-4be6-92e4-0c3fd7728f4d,DL6_smitha
3fb5a96a-57fc-4aee-91e0-3118789b866d,lpgwebinarpractice
3fb5a96a-57fc-4aee-91e0-3118789b866d,dl6webinarpractice
401fd833-8809-461e-8cd1-8acd330b20ef,tswebinarpractice
401fd833-8809-461e-8cd1-8acd330b20ef,dl6webinarpractice
4020f525-a20f-43d1-a306-471ca275efca,TSF
40a35701-054d-4d01-8fb6-76aef0a8e81d,BG
40f69b9b-87b6-4384-92bf-3e0280d006bd,BG
40f69b9b-87b6-4384-92bf-3e0280d006bd,dl1
40f69b9b-87b6-4384-92bf-3e0280d006bd,demo
412077d0-604b-4c24-83f5-e3f102df8520,AMB
41537d1b-db7f-477a-964a-20578ecc83c1,dl6
41537d1b-db7f-477a-964a-20578ecc83c1,LPG
41537d1b-db7f-477a-964a-20578ecc83c1,ambcor
42b33af1-bc1b-4660-a386-77d94c193ee1,AMB
43634160-fad5-4d1e-b1a5-4e7fbc781166,AMB
43b0e675-b997-4998-a8cf-1b73f63bc34f,AMB
43d1d5b6-e61d-499e-b703-239a6a567f5a,TSF
4425f6b2-5b4b-414e-b42b-026293c3db29,dl6webinar
44425080-3e6c-4686-a011-c18dc60bfc06,dl6webinar
445851df-cb47-468f-b1b0-e7b158c4d3f0,lpg_smitha
445851df-cb47-468f-b1b0-e7b158c4d3f0,DL6_smitha
44e389be-27da-4baa-82a9-7c61faaaa8ad,AMB
4508a00b-a22c-4cd4-8af4-c896a8ab1552,TS_smitha
4508a00b-a22c-4cd4-8af4-c896a8ab1552,DL6_smitha
451afdbd-9d90-461d-8dc9-396856407ce3,dl6
451afdbd-9d90-461d-8dc9-396856407ce3,LPG
451afdbd-9d90-461d-8dc9-396856407ce3,ambcor
460ff508-84aa-47a0-8b90-69495853cbf2,lpgwebinarpractice
460ff508-84aa-47a0-8b90-69495853cbf2,dl6webinarpractice
4655b841-a948-4833-8683-c41b2ca886b6,AMB
46babb56-c9a5-4d63-8285-d12d74844d49,dl6webinar
46c792aa-aa21-450b-b738-a30ba6ec6ed4,BG
46d5a5aa-a80c-4abd-a74b-8cd19d220ac0,BG
47beafb7-8f8c-4d72-af34-9e1af237ee9f,ambcorsd
47cbb18e-31ec-40b7-a7dc-ee1a1240c917,dl6webinar
484e8df7-bf58-4ddf-bb03-7ca1c5d2354d,TS_smitha
484e8df7-bf58-4ddf-bb03-7ca1c5d2354d,DL6_smitha
48e25a0e-b08a-4355-a63b-1597c337c2e6,AMB
4a3a6ed6-2310-4e42-8a24-4e1daad41a85,TSF
4a43c09d-f408-41de-8932-f986136b9117,ambcortest
4a8f3d55-2f24-40d8-bc1f-f865312dce12,TSF
4afd485b-53c9-4f8c-896b-ebba40670887,TSF
4b1d3948-d501-4379-90ad-6fa7a1bd42ca,lpg_smitha
4b1d3948-d501-4379-90ad-6fa7a1bd42ca,DL6_smitha
4b9359b0-0398-4dd4-97be-6e73c91b3a17,TSF
4cbad4d8-e31e-4ddd-b20e-ff24efbe77b3,LPG
4cf5d6b7-503f-43eb-86a7-ea0d95f1ca98,AMB
4d0c4216-332f-4496-a187-c0fc1e01cf5f,TSF
4d2e1682-0788-44b0-80c2-4799b1ec9204,LPG
4d858599-5204-4cca-9d5c-a8fcd387cefa,LPG
4d94ba11-0877-476a-aac5-d6bd7eb865b3,Test1
4da05b38-29a2-48c8-9308-6723c0137bbf,AMB
4ddb5e28-44e4-4039-bc38-033ac8dada15,LPG
4ddd92e7-1f28-4d2d-8083-940cf4d9783a,LPG
4e6a0afd-c44f-424b-96bb-4c34ac95c3cd,tswebinarpractice
4e6a0afd-c44f-424b-96bb-4c34ac95c3cd,dl6webinarpractice
4ec01a8d-bae8-4283-9a4f-1c9ba95b7ac5,tswebinarpractice
4ec01a8d-bae8-4283-9a4f-1c9ba95b7ac5,dl6webinarpractice
4f2bc5d0-aed2-401c-9774-4ef84cb38a1c,TSF
500ef1df-f854-42a1-ac11-a8565b4a8a68,DL6_smitha
500ef1df-f854-42a1-ac11-a8565b4a8a68,bg_smitha
510a5f77-1e10-4e40-84f4-bdcf640901b9,TSF
5113c35d-7e66-40c9-9188-cb30ab981acb,TSF
5114086a-c56b-478e-9d15-337337e747bb,TSF
512fe3bc-ea1b-4096-9318-e62d331adaed,TSF
513e2fc5-4ca3-4d59-8c05-e422b3ddc55d,AMB
51637908-0eb3-4e5a-aa8e-044fe5e5a96a,dl6webinar
5370da78-d9fa-4ec1-a5cb-ee2f709616a2,dl6webinar
53780d40-2abf-4b3a-8e75-8b03e78d4e59,AMB
53de1c30-2088-482b-8a31-b32b55ade36d,LPG
54b3e51c-e5fb-4dfb-bc7e-eadd747c9a6e,dl6webinar
551aade8-be69-4558-b0aa-d6113d640a49,lpg_smitha
551aade8-be69-4558-b0aa-d6113d640a49,DL6_smitha
5528258e-94de-4270-acc5-6399a28c3b73,AMB
555abb06-a47e-409b-9c04-a4728db6ed20,TSF
5594be7c-aebc-462b-9ad1-a16fd55d3fb4,TSF
55bd2728-8884-4892-916a-239b3b3a9023,LPG
5612a9ea-66f6-43f0-a989-e28e33a5c1d1,AMB
5616195a-668d-4071-8d15-4b568ca3458e,AMB
563d751c-d12f-43ae-a214-64d44fecf2e9,AMB
5795919a-7127-4cf4-a5ea-b2e0b11143e1,TSF
587de86c-1fd8-480c-ad4f-32facc218a46,TSF
598c3117-611b-4aa5-9cdd-6fc860666b0b,AMB
5a22dcb9-fa42-4066-90a8-5b534672096c,AMB
5b632a73-23da-4b14-900c-94fc6f319771,AMB
5b8e33c7-4d61-4e5e-9fb7-11a109e8679b,AMB
5cdeecb9-0000-0000-0000-CC78AB77FE5C,LPG5
5cdeed34-0000-0000-0000-CC78AB77FE5C,EXCLUIR
5cffe942-0000-0000-0000-A0E6F86DEAA5,location:0
5cffe942-0000-0000-0000-A0E6F86DEAA5,stove_number:0
5cffe942-0000-0000-0000-A0E6F86DEAA5,stove_type:01
5cffe942-0000-0000-0000-A0E6F86DEAA5,phase:0
5cffe942-0000-0000-0000-A0E6F86DEAA5,household_numer:001
5d35f096-0000-0000-0000-CC78AB77E9F1,ELIMINAR INFORMACION
5d373da8-0000-0000-0000-CC78AB77E9F1,ELIMINAR INFORMACION
5d373de7-0000-0000-0000-CC78AB77E9F1,ELIMINAR INFORMACION
5d3a445f-0000-0000-0000-CC78AB77E9F1,ELIMINAR INFORMACION
5d3d8b8e-0000-0000-0000-CC78AB6E12AD,stove_type:tradicional-secundaria
5d3d8b8e-0000-0000-0000-CC78AB6E12AD,ID:092104
5d3d8b8e-0000-0000-0000-CC78AB6E12AD,intervention_stove_installed:yes
5d3d8b8e-0000-0000-0000-CC78AB6E12AD,HUANUCO
5d3d8b8e-0000-0000-0000-CC78AB6E12AD,intervention_household:yes
5d3d8b8e-0000-0000-0000-CC78AB6E12AD,stove_type:tradicional-fogon
5d3d8c75-0000-0000-0000-CC78AB77FFC4,ID:092104
5d3d8c75-0000-0000-0000-CC78AB77FFC4,stove_type:ventilador
5d3d8c75-0000-0000-0000-CC78AB77FFC4,intervention_stove_installed:yes
5d3d8c75-0000-0000-0000-CC78AB77FFC4,intervención_household:yes
5d3d8c75-0000-0000-0000-CC78AB77FFC4,HUANUCO
5d3d8e83-0000-0000-0000-CC78AB6DFD75,ID:092104
5d3d8e83-0000-0000-0000-CC78AB6DFD75,intervention_stove_installed:yes
5d3d8e83-0000-0000-0000-CC78AB6DFD75,stove_type:tradicional-fogon
5d3d8e83-0000-0000-0000-CC78AB6DFD75,HUANUCO
5d3d8e83-0000-0000-0000-CC78AB6DFD75,intervention_household:yes
5d3dd2e5-0000-0000-0000-CC78AB77F9D8,ID:092107
5d3dd2e5-0000-0000-0000-CC78AB77F9D8,stove_type:ventilador
5d3dd2e5-0000-0000-0000-CC78AB77F9D8,intervention_stove_installed:yes
5d3dd2e5-0000-0000-0000-CC78AB77F9D8,HUANUCO
5d3dd2e5-0000-0000-0000-CC78AB77F9D8,intervention_household:yes
5d3dd3fb-0000-0000-0000-CC78AB6E098B,ID:092107
5d3dd3fb-0000-0000-0000-CC78AB6E098B,intervention_stove_installed:yes
5d3dd3fb-0000-0000-0000-CC78AB6E098B,intervención_household:yes
5d3dd3fb-0000-0000-0000-CC78AB6E098B,HUANUCO
5d3dd3fb-0000-0000-0000-CC78AB6E098B,stove_type:tradicional-fogon
5d405e31-0000-0000-0000-CC78AB6E0526,Cerro de Pasco
5d405e31-0000-0000-0000-CC78AB6E0526,ID:021101
5d405e31-0000-0000-0000-CC78AB6E0526,stove_type:solar
5d405ff2-0000-0000-0000-CC78AB77FCD5,Cerro de Pasco
5d405ff2-0000-0000-0000-CC78AB77FCD5,ID:021101
5d405ff2-0000-0000-0000-CC78AB77FCD5,stove_type:tradicional-fogon
5d4066ea-0000-0000-0000-CC78AB77F22C,stove_type:GLP
5d4066ea-0000-0000-0000-CC78AB77F22C,Cerro de Pasco
5d4066ea-0000-0000-0000-CC78AB77F22C,ID:021101
5d4066ea-0000-0000-0000-CC78AB77F22C,EXCLUIR
5d407175-0000-0000-0000-CC78AB6E050A,ID:021107
5d407175-0000-0000-0000-CC78AB6E050A,Cerro de Pasco
5d407175-0000-0000-0000-CC78AB6E050A,stove_type:solar
5d4071e7-0000-0000-0000-CC78AB6DF880,ID:021107
5d4071e7-0000-0000-0000-CC78AB6DF880,Cerro de Pasco
5d4071e7-0000-0000-0000-CC78AB6DF880,stove_type:tradicional-fogon
5d4071e7-0000-0000-0000-CC78AB6DF880,EXCLUIR
5d418c7b-0000-0000-0000-CC78AB77EA8D,ID:091112
5d418c7b-0000-0000-0000-CC78AB77EA8D,stove_type:ventilador
5d418c7b-0000-0000-0000-CC78AB77EA8D,intervention_stove_installed:yes
5d418c7b-0000-0000-0000-CC78AB77EA8D,HUANUCO
5d418c7b-0000-0000-0000-CC78AB77EA8D,intervention_household:yes
5d419339-0000-0000-0000-CC78AB77FCCC,ID:091112
5d419339-0000-0000-0000-CC78AB77FCCC,intervention_stove_installed:yes
5d419339-0000-0000-0000-CC78AB77FCCC,HUANUCO
5d419339-0000-0000-0000-CC78AB77FCCC,intervention_household:yes
5d419339-0000-0000-0000-CC78AB77FCCC,stove_type:tradicional-fogon
5d419bd9-0000-0000-0000-CC78AB6E0551,ID:091101
5d419bd9-0000-0000-0000-CC78AB6E0551,intervention_stove_installed:yes
5d419bd9-0000-0000-0000-CC78AB6E0551,stove_type:ventilador
5d419bd9-0000-0000-0000-CC78AB6E0551,intervención_household:yes
5d419bd9-0000-0000-0000-CC78AB6E0551,HUANUCO
5d419c8a-0000-0000-0000-CC78AB77FE5C,ID:091101
5d419c8a-0000-0000-0000-CC78AB77FE5C,intervention_stove_installed:yes
5d419c8a-0000-0000-0000-CC78AB77FE5C,HUANUCO
5d419c8a-0000-0000-0000-CC78AB77FE5C,intervention_household:yes
5d419c8a-0000-0000-0000-CC78AB77FE5C,stove_type:tradicional-fogon
5d419da0-0000-0000-0000-CC78AB77FE58,ID:091101
5d419da0-0000-0000-0000-CC78AB77FE58,intervention_household:yes
5d419da0-0000-0000-0000-CC78AB77FE58,intervention_stove_installed:yes
5d419da0-0000-0000-0000-CC78AB77FE58,stove_type:GLP
5d419da0-0000-0000-0000-CC78AB77FE58,HUANUCO
5d441ea6-0000-0000-0000-CC78AB6E0DDC,ID:081111
5d441ea6-0000-0000-0000-CC78AB6E0DDC,JUNIN-CULLHUAS
5d441ea6-0000-0000-0000-CC78AB6E0DDC,intervention_stove_installed:yes
5d441ea6-0000-0000-0000-CC78AB6E0DDC,intervention_household:yes
5d441ea6-0000-0000-0000-CC78AB6E0DDC,stove_type:tradicional-fogon
5d441f8c-0000-0000-0000-CC78AB77FE1F,ID:081111
5d441f8c-0000-0000-0000-CC78AB77FE1F,stove_type:ventilador
5d441f8c-0000-0000-0000-CC78AB77FE1F,intervención_household:yes
5d441f8c-0000-0000-0000-CC78AB77FE1F,JUNIN-CULLHUAS
5d441f8c-0000-0000-0000-CC78AB77FE1F,intervention_stove_installed:yes
5d442072-0000-0000-0000-CC78AB77FFA9,ID:081111
5d442072-0000-0000-0000-CC78AB77FFA9,stove_type:GLP
5d442072-0000-0000-0000-CC78AB77FFA9,intervención_household:yes
5d442072-0000-0000-0000-CC78AB77FFA9,JUNIN-CULLHUAS
5d442072-0000-0000-0000-CC78AB77FFA9,intervention_stove_installed:yes
5d442ce7-0000-0000-0000-CC78AB6E1090,stove_type:tradicional-lowtemp
5d442ce7-0000-0000-0000-CC78AB6E1090,ID:081110
5d442ce7-0000-0000-0000-CC78AB6E1090,intervention_household:yes
5d442ce7-0000-0000-0000-CC78AB6E1090,JUNIN-CULLHUAS
5d442ce7-0000-0000-0000-CC78AB6E1090,intervention_stove_installed:yes
5d442dc1-0000-0000-0000-CC78AB77FFCC,ID:081110
5d442dc1-0000-0000-0000-CC78AB77FFCC,stove_type:ventilador
5d442dc1-0000-0000-0000-CC78AB77FFCC,JUNIN-CULLHUAS
5d442dc1-0000-0000-0000-CC78AB77FFCC,intervention_household:yes
5d442dc1-0000-0000-0000-CC78AB77FFCC,intervention_stove_installed:yes
5d448b3f-0000-0000-0000-CC78AB77FCE0,ELIMINAR INFORMACION
5d448bc2-0000-0000-0000-CC78AB77FCE0,ID:111110
5d448bc2-0000-0000-0000-CC78AB77FCE0,Loreto
5d448bc2-0000-0000-0000-CC78AB77FCE0,intervention_household:yes
5d448bc2-0000-0000-0000-CC78AB77FCE0,stove_type:tradicional-fogon
5d448c10-0000-0000-0000-CC78AB77FCBB,ID:111110
5d448c10-0000-0000-0000-CC78AB77FCBB,stove_type:ventilador
5d448c10-0000-0000-0000-CC78AB77FCBB,Loreto
5d448c10-0000-0000-0000-CC78AB77FCBB,intervención_household:yes
5d448c10-0000-0000-0000-CC78AB77FCBB,intervention_household:yes
5d45b2ae-0000-0000-0000-CC78AB77FE4D,ELIMINAR INFORMACION
5d46013f-0000-0000-0000-CC78AB6E0FA2,ID:011106
5d46013f-0000-0000-0000-CC78AB6E0FA2,stove_type:solar
5d46013f-0000-0000-0000-CC78AB6E0FA2,LA LIBERTAD - CAMBULHUARA
5d46013f-0000-0000-0000-CC78AB6E0FA2,intervention_household:yes
5d4602b9-0000-0000-0000-CC78AB6E0346,ID:011108
5d4602b9-0000-0000-0000-CC78AB6E0346,intervention_household:yes
5d4602b9-0000-0000-0000-CC78AB6E0346,LA LIBERTAD - CAMBULHUARA
5d4602b9-0000-0000-0000-CC78AB6E0346,stove_type:tradicional-fogon
5d460470-0000-0000-0000-CC78AB6E0DCD,control
5d460470-0000-0000-0000-CC78AB6E0DCD,ID:011108
5d460470-0000-0000-0000-CC78AB6E0DCD,stove_type:GLP
5d460470-0000-0000-0000-CC78AB6E0DCD,LA LIBERTAD - CAMBULHUARA
5d460470-0000-0000-0000-CC78AB6E0DCD,intervention_household:yes
5d46093a-0000-0000-0000-CC78AB6E0DBC,ID:011103
5d46093a-0000-0000-0000-CC78AB6E0DBC,LA LIBERTAD JULCAN
5d46093a-0000-0000-0000-CC78AB6E0DBC,intervención_household:yes
5d46093a-0000-0000-0000-CC78AB6E0DBC,stove_type:tradicional-fogon
5d460a44-0000-0000-0000-CC78AB6E0578,ID:011103
5d460a44-0000-0000-0000-CC78AB6E0578,LA LIBERTAD JULCAN
5d460a44-0000-0000-0000-CC78AB6E0578,stove_type:solar
5d460a44-0000-0000-0000-CC78AB6E0578,intervention_household:yes
5d46c9b5-0000-0000-0000-CC78AB6E1566,ID:071206
5d46c9b5-0000-0000-0000-CC78AB6E1566,stove_type:ventilador
5d46c9b5-0000-0000-0000-CC78AB6E1566,HUANCAVELICA-PILCHACA
5d46c9b5-0000-0000-0000-CC78AB6E1566,intervention_household:yes
5d46c9b5-0000-0000-0000-CC78AB6E1566,intervention_stove_installed:yes
5d46cb18-0000-0000-0000-CC78AB77FAF5,ID:071206
5d46cb18-0000-0000-0000-CC78AB77FAF5,HUANCAVELICA-PILCHACA
5d46cb18-0000-0000-0000-CC78AB77FAF5,intervention_household:yes
5d46cb18-0000-0000-0000-CC78AB77FAF5,stove_type:tradicional-fogon
5d46cb18-0000-0000-0000-CC78AB77FAF5,intervention_stove_installed:yes
5d46d29a-0000-0000-0000-CC78AB6E026E,ID:071205
5d46d29a-0000-0000-0000-CC78AB6E026E,stove_type:GLP
5d46d29a-0000-0000-0000-CC78AB6E026E,HUANCAVELICA-PILCHACA
5d46d29a-0000-0000-0000-CC78AB6E026E,intervention_household:yes
5d46d29a-0000-0000-0000-CC78AB6E026E,intervention_stove_installed:yes
5d46d449-0000-0000-0000-CC78AB77FAE1,stove_type:ventilador
5d46d449-0000-0000-0000-CC78AB77FAE1,ID:071205
5d46d449-0000-0000-0000-CC78AB77FAE1,intervention_stove_installed:yes
5d46d449-0000-0000-0000-CC78AB77FAE1,HUANCAVELICA-PILCHACA
5d46d449-0000-0000-0000-CC78AB77FAE1,intervention_household:yes
5d46d5ea-0000-0000-0000-CC78AB77F59F,stove_type:tradicional-fogon
5d46d5ea-0000-0000-0000-CC78AB77F59F,ID:071205
5d46d5ea-0000-0000-0000-CC78AB77F59F,HUANCAVELICA-PILCHACA
5d46d5ea-0000-0000-0000-CC78AB77F59F,intervention_household:yes
5d46d5ea-0000-0000-0000-CC78AB77F59F,intervention_stove_installed:yes
5d52ee0c-0000-0000-0000-CC78AB77F23B,EXCLUIR
5d52ef99-0000-0000-0000-CC78AB77E9F1,EXCLUIR
5d52fd50-0000-0000-0000-CC78AB6DFC50,ID:032102
5d52fd50-0000-0000-0000-CC78AB6DFC50,PUNO-MACUSANI
5d52fd50-0000-0000-0000-CC78AB6DFC50,stove_type:solar
5d52fd50-0000-0000-0000-CC78AB6DFC50,intervention_household:yes
5d52fd50-0000-0000-0000-CC78AB6DFC50,intervention_stove_installed:yes
5d52fdc2-0000-0000-0000-CC78AB781FF4,ID:032102
